"Lengte en gewicht van personen, ondergewicht en overgewicht; vanaf 1981"
"";"";"";"Onderwerpen";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder"
"Totaal mannen en vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2014";"0.6";"39.2";"60.1";"43.2";"16.9"
"Totaal mannen en vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2015";"0.4";"40.5";"59.1";"43.0";"16.1"
"Totaal mannen en vrouwen";"55 tot 65 jaar";"Percentages/gemiddelden";"2016";"1.1";"40.9";"58.0";"41.4";"16.7"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1981";"1.1";"46.9";"52.0";"43.5";"8.5"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1982";"1.5";"50.8";"47.6";"40.3";"7.4"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1983";"0.9";"49.2";"49.9";"39.4";"10.5"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1984";"0.6";"46.3";"53.1";"41.1";"11.9"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1985";"1.4";"47.3";"51.2";"41.9";"9.3"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1986";"1.7";"47.1";"51.2";"44.1";"7.1"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1987";"1.3";"46.2";"52.5";"41.6";"10.9"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1988";"1.3";"45.5";"53.2";"44.7";"8.5"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1989";"0.9";"47.1";"51.9";"41.3";"10.7"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1990";"1.7";"52.4";"45.9";"37.2";"8.7"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1991";"1.4";"45.8";"52.8";"42.0";"10.8"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1992";"0.8";"45.1";"54.2";"44.9";"9.3"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1993";"1.8";"46.8";"51.3";"39.8";"11.5"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1994";"1.9";"44.3";"53.8";"43.3";"10.4"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1995";"1.0";"49.2";"49.8";"39.5";"10.2"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1996";"1.5";"41.3";"57.2";"47.0";"10.2"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1997";"1.0";"42.1";"56.9";"44.5";"12.4"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1998";"0.6";"46.0";"53.4";"41.3";"12.0"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"1999";"2.0";"41.2";"56.8";"45.2";"11.6"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2000";"0.7";"39.6";"59.7";"46.8";"13.0"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2001";"1.2";"40.4";"58.4";"44.0";"14.4"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2002";"0.1";"43.2";"56.7";"44.7";"12.0"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2003";"1.5";"37.5";"61.0";"45.4";"15.7"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2004";"1.4";"40.3";"58.3";"43.4";"14.9"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2005";"1.4";"39.9";"58.7";"42.1";"16.6"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2006";"1.2";"41.5";"57.3";"42.3";"15.0"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2007";"1.1";"41.2";"57.6";"42.1";"15.5"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2008";"0.6";"38.2";"61.3";"43.5";"17.8"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2009";"1.0";"38.7";"60.3";"43.9";"16.4"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2010";"0.7";"38.0";"61.3";"46.9";"14.4"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2011";"1.1";"39.9";"59.0";"43.1";"15.9"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2012";"1.1";"37.7";"61.2";"44.1";"17.1"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2013";"1.1";"38.3";"60.6";"43.8";"16.8"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2014";"0.4";"37.8";"61.7";"44.0";"17.7"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2015";"0.2";"38.4";"61.4";"43.7";"17.7"
"Totaal mannen en vrouwen";"65 tot 75 jaar";"Percentages/gemiddelden";"2016";"0.4";"35.9";"63.7";"42.8";"20.9"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1981";"0.8";"52.1";"47.1";"41.8";"5.3"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1982";"2.6";"53.4";"44.0";"35.2";"8.9"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1983";"1.2";"50.3";"48.5";"42.0";"6.5"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1984";"4.1";"49.9";"46.0";"41.2";"4.7"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1985";"1.8";"59.2";"39.0";"30.0";"9.0"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1986";"3.8";"48.4";"47.9";"39.2";"8.7"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1987";"2.9";"49.5";"47.7";"38.3";"9.4"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1988";"2.1";"54.1";"43.8";"39.5";"4.3"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1989";"1.6";"47.9";"50.5";"41.1";"9.4"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1990";"1.3";"54.1";"44.6";"37.1";"7.5"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1991";"3.0";"53.6";"43.4";"36.4";"7.0"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1992";"3.7";"49.0";"47.3";"37.2";"10.1"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1993";"2.0";"53.2";"44.8";"39.7";"5.1"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1994";"1.8";"51.4";"46.8";"39.5";"7.3"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1995";"3.1";"49.5";"47.4";"37.6";"9.8"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1996";"1.8";"51.9";"46.3";"38.1";"8.2"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1997";"1.8";"49.7";"48.6";"38.3";"10.3"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1998";"3.5";"48.7";"47.9";"38.8";"9.1"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"1999";"1.5";"50.9";"47.6";"39.2";"8.4"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2000";"1.6";"49.9";"48.5";"37.3";"11.2"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2001";"2.1";"47.7";"50.2";"39.1";"11.1"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2002";"2.0";"47.4";"50.6";"40.9";"9.7"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2003";"2.5";"44.8";"52.7";"41.6";"11.1"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2004";"2.2";"46.0";"51.8";"41.9";"9.9"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2005";"2.0";"48.0";"50.0";"39.8";"10.2"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2006";"1.6";"41.9";"56.5";"42.7";"13.8"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2007";"2.2";"46.6";"51.2";"38.6";"12.5"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2008";"2.5";"45.2";"52.3";"43.0";"9.4"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2009";"1.1";"47.1";"51.8";"37.6";"14.2"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2010";"1.7";"41.9";"56.4";"44.5";"11.9"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2011";"1.7";"44.8";"53.5";"40.4";"13.1"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2012";"1.3";"42.4";"56.4";"42.8";"13.6"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2013";"1.2";"43.8";"55.0";"41.1";"13.9"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2014";"1.0";"44.2";"54.9";"39.0";"15.9"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2015";"2.1";"39.7";"58.2";"42.7";"15.6"
"Totaal mannen en vrouwen";"75 jaar of ouder";"Percentages/gemiddelden";"2016";"1.6";"44.2";"54.3";"40.7";"13.5"
"Mannen";"Totaal";"Percentages/gemiddelden";"1981";"2.1";"67.7";"30.2";"26.6";"3.6"
"Mannen";"Totaal";"Percentages/gemiddelden";"1982";"2.3";"68.7";"29.0";"25.9";"3.2"
"Mannen";"Totaal";"Percentages/gemiddelden";"1983";"2.6";"67.2";"30.1";"26.5";"3.6"
"Mannen";"Totaal";"Percentages/gemiddelden";"1984";"2.8";"66.3";"30.8";"27.2";"3.7"
"Mannen";"Totaal";"Percentages/gemiddelden";"1985";"2.8";"66.6";"30.7";"27.5";"3.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"1986";"3.2";"66.1";"30.7";"27.6";"3.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"1987";"2.3";"65.5";"32.2";"28.7";"3.6"
"Mannen";"Totaal";"Percentages/gemiddelden";"1988";"2.3";"66.4";"31.3";"28.2";"3.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"1989";"2.5";"65.1";"32.4";"28.0";"4.4"
"Mannen";"Totaal";"Percentages/gemiddelden";"1990";"2.6";"63.6";"33.8";"28.8";"5.0"
"Mannen";"Totaal";"Percentages/gemiddelden";"1991";"2.3";"64.1";"33.5";"29.1";"4.4"
"Mannen";"Totaal";"Percentages/gemiddelden";"1992";"2.4";"62.9";"34.7";"30.4";"4.3"
"Mannen";"Totaal";"Percentages/gemiddelden";"1993";"2.1";"63.0";"34.9";"29.8";"5.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"1994";"2.1";"60.4";"37.6";"31.5";"6.0"
"Mannen";"Totaal";"Percentages/gemiddelden";"1995";"2.2";"63.0";"34.7";"29.8";"5.0"
"Mannen";"Totaal";"Percentages/gemiddelden";"1996";"2.8";"61.1";"36.1";"31.0";"5.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"1997";"2.2";"60.1";"37.7";"31.6";"6.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"1998";"2.5";"60.3";"37.2";"31.2";"5.9"
"Mannen";"Totaal";"Percentages/gemiddelden";"1999";"2.1";"58.2";"39.7";"33.5";"6.2"
"Mannen";"Totaal";"Percentages/gemiddelden";"2000";"1.9";"57.8";"40.3";"33.1";"7.2"
"Mannen";"Totaal";"Percentages/gemiddelden";"2001";"2.0";"55.9";"42.1";"34.9";"7.2"
"Mannen";"Totaal";"Percentages/gemiddelden";"2002";"2.4";"54.4";"43.2";"35.5";"7.7"
"Mannen";"Totaal";"Percentages/gemiddelden";"2003";"2.0";"54.9";"43.0";"35.0";"8.0"
"Mannen";"Totaal";"Percentages/gemiddelden";"2004";"1.9";"54.5";"43.6";"35.0";"8.6"
"Mannen";"Totaal";"Percentages/gemiddelden";"2005";"1.7";"55.5";"42.8";"34.5";"8.3"
"Mannen";"Totaal";"Percentages/gemiddelden";"2006";"2.0";"54.8";"43.3";"35.0";"8.3"
"Mannen";"Totaal";"Percentages/gemiddelden";"2007";"2.0";"54.8";"43.2";"34.4";"8.8"
"Mannen";"Totaal";"Percentages/gemiddelden";"2008";"1.8";"53.5";"44.7";"36.0";"8.7"
"Mannen";"Totaal";"Percentages/gemiddelden";"2009";"1.9";"53.3";"44.8";"35.3";"9.4"
"Mannen";"Totaal";"Percentages/gemiddelden";"2010";"1.9";"52.1";"46.0";"37.2";"8.9"
"Mannen";"Totaal";"Percentages/gemiddelden";"2011";"1.6";"52.5";"45.9";"37.1";"8.8"
"Mannen";"Totaal";"Percentages/gemiddelden";"2012";"1.7";"52.3";"46.1";"36.5";"9.6"
"Mannen";"Totaal";"Percentages/gemiddelden";"2013";"1.8";"52.8";"45.4";"36.3";"9.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"2014";"1.6";"52.1";"46.3";"36.2";"10.1"
"Mannen";"Totaal";"Percentages/gemiddelden";"2015";"1.4";"52.4";"46.3";"35.9";"10.3"
"Mannen";"Totaal";"Percentages/gemiddelden";"2016";"1.9";"52.8";"45.3";"35.1";"10.2"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1981";"4.4";"84.8";"10.8";"8.5";"2.4"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1982";"5.2";"87.1";"7.8";"6.1";"1.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1983";"6.4";"83.3";"10.3";"7.6";"2.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1984";"5.5";"85.7";"8.8";"6.4";"2.4"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1985";"6.4";"86.0";"7.6";"6.3";"1.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1986";"8.6";"83.3";"8.1";"6.8";"1.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1987";"6.6";"85.4";"8.0";"6.7";"1.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1988";"7.1";"85.0";"8.0";"6.6";"1.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1989";"6.4";"84.9";"8.7";"6.8";"1.9"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1990";"6.3";"81.4";"12.3";"8.3";"4.0"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1991";"7.5";"82.6";"10.0";"8.5";"1.5"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1992";"7.0";"81.9";"11.1";"9.0";"2.1"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1993";"5.9";"83.8";"10.3";"7.1";"3.2"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1994";"6.4";"83.0";"10.6";"7.8";"2.8"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1995";"6.5";"85.7";"7.8";"5.8";"2.0"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1996";"8.8";"81.1";"10.2";"8.9";"1.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1997";"6.3";"82.3";"11.5";"8.6";"2.9"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1998";"7.7";"80.9";"11.4";"9.1";"2.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"1999";"6.7";"81.3";"12.0";"9.8";"2.2"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2000";"6.4";"83.1";"10.5";"8.8";"1.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2001";"6.3";"82.6";"11.1";"8.4";"2.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2002";"7.0";"80.5";"12.5";"9.2";"3.4"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2003";"4.8";"83.9";"11.3";"8.8";"2.5"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2004";"5.2";"82.1";"12.7";"9.9";"2.8"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2005";"5.3";"82.7";"12.0";"10.8";"1.2"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2006";"6.2";"82.2";"11.5";"10.0";"1.6"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2007";"5.8";"83.1";"11.2";"8.9";"2.3"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2008";"4.8";"81.5";"13.7";"10.8";"2.9"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2009";"5.1";"82.5";"12.5";"10.9";"1.6"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2010";"4.5";"81.4";"14.2";"11.0";"3.2"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2011";"5.8";"81.4";"12.8";"10.1";"2.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2012";"4.1";"81.7";"14.2";"11.6";"2.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2013";"5.7";"81.9";"12.4";"10.4";"1.9"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2014";"4.5";"83.6";"11.8";"8.9";"2.9"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2015";"4.5";"82.9";"12.7";"10.0";"2.7"
"Mannen";"4 tot 20 jaar";"Percentages/gemiddelden";"2016";"5.6";"81.5";"12.9";"10.4";"2.5"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1981";"6.2";"78.3";"15.5";"11.1";"4.5"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1982";"7.4";"81.9";"10.7";"7.4";"3.4"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1983";"9.6";"75.4";"15.0";"9.3";"5.6"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1984";"9.1";"78.4";"12.5";"9.2";"3.3"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1985";"7.8";"83.0";"9.2";"7.3";"1.9"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1986";"13.4";"76.7";"9.9";"7.1";"2.8"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1987";"9.8";"80.4";"9.8";"7.2";"2.6"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1988";"10.2";"79.3";"10.5";"7.5";"3.1"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1989";"10.0";"78.4";"11.6";"7.6";"4.0"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1990";"7.4";"76.9";"15.8";"9.4";"6.4"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1991";"11.6";"74.8";"13.6";"10.9";"2.7"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1992";"10.6";"75.4";"14.1";"10.2";"3.8"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1993";"8.6";"78.9";"12.5";"8.7";"3.8"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1994";"10.6";"75.3";"14.2";"9.0";"5.2"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1995";"8.8";"82.2";"9.0";"6.7";"2.3"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1996";"11.6";"76.4";"12.0";"9.9";"2.1"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1997";"8.3";"78.1";"13.6";"8.6";"5.0"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1998";"12.3";"73.0";"14.7";"11.0";"3.7"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"1999";"10.8";"73.2";"16.0";"12.3";"3.7"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2000";"9.4";"77.8";"12.8";"10.1";"2.7"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2001";"10.0";"76.8";"13.2";"9.0";"4.2"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2002";"11.1";"74.1";"14.7";"8.6";"6.1"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2003";"8.2";"77.7";"14.2";"10.4";"3.8"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2004";"9.0";"75.4";"15.6";"12.0";"3.6"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2005";"8.8";"77.5";"13.6";"11.6";"2.0"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2006";"9.2";"78.8";"12.0";"10.4";"1.6"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2007";"8.1";"82.2";"9.7";"7.3";"2.4"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2008";"7.3";"79.8";"12.9";"9.9";"2.9"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2009";"8.3";"78.0";"13.7";"11.2";"2.5"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2010";"6.1";"81.2";"12.7";"9.8";"2.9"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2011";"7.5";"79.4";"13.2";"10.1";"3.1"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2012";"5.8";"81.4";"12.8";"9.4";"3.3"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2013";"7.6";"80.8";"11.6";"8.7";"2.9"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2014";"6.7";"82.6";"10.8";"8.3";"2.5"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2015";"7.1";"81.5";"11.4";"7.7";"3.7"
"Mannen";"4 tot 12 jaar";"Percentages/gemiddelden";"2016";"7.4";"82.0";"10.7";"9.5";"1.1"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1981";"4.7";"88.5";"6.7";"6.0";"0.8"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1982";"5.3";"89.0";"5.6";"5.4";"0.3"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1983";"4.7";"86.1";"9.2";"7.9";"1.4"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1984";"2.7";"91.4";"5.9";"4.8";"1.1"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1985";"6.7";"86.7";"6.6";"5.3";"1.3"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1986";"7.3";"84.8";"7.9";"7.6";"0.3"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1987";"5.6";"88.8";"5.6";"5.6";"0.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1988";"6.5";"85.4";"8.1";"8.1";"0.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1989";"4.7";"88.3";"7.0";"7.0";"0.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1990";"7.3";"85.4";"7.3";"4.5";"2.8"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1991";"5.6";"88.0";"6.3";"6.3";"0.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1992";"3.9";"85.3";"10.8";"10.2";"0.6"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1993";"4.5";"85.5";"10.0";"6.5";"3.5"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1994";"2.8";"89.6";"7.7";"6.8";"0.8"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1995";"6.7";"86.6";"6.7";"5.3";"1.4"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1996";"5.2";"86.7";"8.1";"8.1";"0.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1997";"3.2";"88.3";"8.5";"7.7";"0.8"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1998";"2.9";"89.3";"7.8";"6.6";"1.2"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"1999";"2.2";"90.7";"7.2";"7.2";"0.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2000";"4.9";"87.6";"7.6";"7.2";"0.3"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2001";"3.5";"87.9";"8.6";"7.5";"1.1"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2002";"3.1";"85.7";"11.2";"10.4";"0.7"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2003";"1.3";"88.9";"9.8";"7.8";"2.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2004";"2.3";"88.5";"9.2";"6.9";"2.3"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2005";"2.8";"85.5";"11.7";"10.9";"0.8"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2006";"2.9";"86.1";"10.9";"9.7";"1.2"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2007";"3.9";"82.3";"13.8";"11.8";"1.9"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2008";"3.3";"84.7";"12.1";"9.0";"3.0"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2009";"4.2";"85.1";"10.7";"10.2";"0.4"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2010";"2.5";"80.1";"17.4";"14.8";"2.6"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2011";"3.9";"85.1";"11.0";"9.3";"1.8"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2012";"3.1";"82.2";"14.7";"12.2";"2.5"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2013";"2.6";"84.7";"12.6";"11.7";"0.9"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2014";"2.7";"85.4";"11.9";"8.3";"3.5"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2015";"2.2";"83.7";"14.0";"11.2";"2.9"
"Mannen";"12 tot 16 jaar";"Percentages/gemiddelden";"2016";"4.0";"82.2";"13.8";"9.8";"4.0"
